PRISM Time Series Data,,,
Location:  Lat: 43.4309   Lon: -85.5956   Elev: 850ft,,,
"Climate variables: tmin,tmean,tmax",,,
1/11/2017,25.1,35,45
1/12/2017,23.1,31.7,40.3
1/13/2017,13.5,21.2,28.8
1/14/2017,14.2,17.5,20.8
1/15/2017,8,19.6,31.2
1/16/2017,7.3,20.9,34.5
1/17/2017,16.4,25.6,34.7
1/18/2017,32.8,34.3,35.9
1/19/2017,33.4,35.5,37.5
1/20/2017,32.1,36,40
1/21/2017,32.6,34.8,37
1/22/2017,33.8,42.9,52
1/23/2017,34.6,38.9,43.1
1/24/2017,35.3,38,40.7
1/25/2017,33,36.3,39.5
1/26/2017,32.1,34,35.8
1/27/2017,30,32.9,35.8
1/28/2017,26.8,28.7,30.5
1/29/2017,23.7,27.1,30.5
1/30/2017,16,21.5,27
1/31/2017,17.3,21.4,25.6
2/1/2017,21.7,26.8,32
2/2/2017,14,24.7,35.4
2/3/2017,12.8,16,19.2
2/4/2017,6.9,14.4,22
2/5/2017,6.6,19.6,32.7
2/6/2017,11.7,22.7,33.7
2/7/2017,15,28.5,42
2/8/2017,25.5,30.9,36.2
2/9/2017,14.1,20.8,27.6
2/10/2017,8.2,15.4,22.6
2/11/2017,19.3,28.5,37.8
2/12/2017,31.4,38,44.5
2/13/2017,23.9,32.3,40.7
2/14/2017,23.6,33,42.4
2/15/2017,25.9,34.8,43.7
2/16/2017,22.7,25.5,28.2
2/17/2017,22.9,28,33.1
2/18/2017,26.9,39.6,52.3
2/19/2017,29.2,43.9,58.6
2/20/2017,27.8,44.1,60.4
2/21/2017,32.7,45.3,57.8
2/22/2017,38.7,48.5,58.2
2/23/2017,43.5,52.4,61.2
2/24/2017,32.6,41.4,50.2
2/25/2017,29.1,35.4,41.7
2/26/2017,16,22.6,29.2
2/27/2017,18,29.5,41.1
2/28/2017,24.6,36.6,48.6
3/1/2017,38.2,45,51.8
3/2/2017,22.1,33.7,45.3
3/3/2017,14.3,22.5,30.7
3/4/2017,6.4,16.1,25.7
3/5/2017,8.2,20.5,32.9
3/6/2017,24.6,36.4,48.1
3/7/2017,44.3,51.8,59.3
3/8/2017,37.8,45.9,54
3/9/2017,28.8,36.2,43.7
3/10/2017,20.5,29.8,39.2
3/11/2017,12.3,18,23.7
3/12/2017,12.6,19.2,25.8
3/13/2017,13.8,22.1,30.4
3/14/2017,13,19.8,26.6
3/15/2017,10.8,18.3,25.8
3/16/2017,9.6,20.6,31.6
3/17/2017,10.3,25.6,40.8
3/18/2017,26.4,31.2,35.9
3/19/2017,30.6,34.4,38.3
3/20/2017,32.4,39.7,47
3/21/2017,27,41.2,55.5
3/22/2017,19.8,33.6,47.3
3/23/2017,17.6,27,36.4
3/24/2017,22.8,34,45.3
3/25/2017,36.3,50.8,65.3
3/26/2017,36,37.7,39.3
3/27/2017,36.7,43.1,49.5
3/28/2017,37.5,42.9,48.4
3/29/2017,28.7,41,53.4
3/30/2017,30.6,42.2,53.8
3/31/2017,33.7,36,38.2
4/1/2017,27.5,33.2,38.9
4/2/2017,26.7,43.1,59.5
4/3/2017,30.1,44.6,59.2
4/4/2017,43.1,48.3,53.5
4/5/2017,31.1,40.3,49.6
4/6/2017,31.6,36.7,41.9
4/7/2017,30.2,36.3,42.4
4/8/2017,25.5,39.4,53.3
4/9/2017,39.4,50.3,61.3
4/10/2017,51.8,62.9,74.1
4/11/2017,40.5,56.7,72.8
4/12/2017,38.5,42.1,45.6
4/13/2017,37.4,47,56.7
4/14/2017,35.5,42,48.6
4/15/2017,38.7,51.8,64.8
4/16/2017,47.9,63,78.2
4/17/2017,35,52.8,70.5
4/18/2017,36.5,49.7,63
4/19/2017,42,55.7,69.5
4/20/2017,43.5,55.1,66.7
4/21/2017,38.1,48.3,58.5
4/22/2017,31.2,41.6,52
4/23/2017,30.4,47.2,63.9
4/24/2017,34.8,51.8,68.9
4/25/2017,40.5,55.6,70.7
4/26/2017,47.5,60.2,73
4/27/2017,56.2,67.4,78.7
4/28/2017,38.7,51.7,64.7
4/29/2017,38.7,48.7,58.7
4/30/2017,38.5,46.3,54.2
5/1/2017,38.7,42.1,45.5
5/2/2017,38.8,50,61.1
5/3/2017,30.6,37.8,44.9
5/4/2017,34.2,47.5,60.9
5/5/2017,35.2,45.2,55.2
5/6/2017,35.4,48.6,61.9
5/7/2017,32,46.2,60.5
5/8/2017,25.6,39.3,53
5/9/2017,24.5,41.2,57.9
5/10/2017,34,48.7,63.3
5/11/2017,45,57.5,69.9
5/12/2017,38.5,53.3,68.2
5/13/2017,38.3,54.5,70.8
5/14/2017,46.9,59.9,72.8
5/15/2017,39.3,55,70.8
5/16/2017,49.1,62.9,76.7
5/17/2017,56.9,71,85.1
5/18/2017,59,71.7,84.3
5/19/2017,39.1,57.4,75.7
5/20/2017,39.3,47.3,55.2
5/21/2017,46.3,54.4,62.6
5/22/2017,46,57.3,68.5
5/23/2017,46.8,56.4,66
5/24/2017,52.9,61.4,69.9
5/25/2017,53,61.3,69.7
5/26/2017,47.1,56.2,65.3
5/27/2017,49.2,60.3,71.3
5/28/2017,54.2,66.1,78.1
5/29/2017,46.1,61,75.9
5/30/2017,45.5,60.2,74.9
5/31/2017,43.3,56.2,69
6/1/2017,40.6,54.3,68
6/2/2017,43.5,59.1,74.8
6/3/2017,47,64.8,82.7
6/4/2017,59.2,69.7,80.3
6/5/2017,54,70,86.1
6/6/2017,45.7,60.5,75.2
6/7/2017,44.8,60.9,77.1
6/8/2017,46.1,62.7,79.4
6/9/2017,53.4,67.8,82.3
6/10/2017,53.7,68.2,82.8
6/11/2017,62.9,75,87
6/12/2017,66.8,77.6,88.5
6/13/2017,63.1,75.6,88.2
6/14/2017,61.6,73.5,85.4
6/15/2017,62.6,75,87.4
6/16/2017,60.5,72.4,84.4
6/17/2017,62.2,72.5,82.8
6/18/2017,64.7,72.4,80
6/19/2017,56.2,66.1,76
6/20/2017,53.4,64.4,75.5
6/21/2017,46.7,60,73.3
6/22/2017,51.3,64.2,77.2
6/23/2017,61.7,73.2,84.7
6/24/2017,54.1,66.4,78.8
6/25/2017,50.8,61.7,72.7
6/26/2017,50,60,69.9
6/27/2017,43.3,54.8,66.3
6/28/2017,46.5,59.7,72.9
6/29/2017,56.3,65.6,74.8
6/30/2017,61.8,69.9,78.1
7/1/2017,63.1,72.1,81
7/2/2017,57.6,68,78.5
7/3/2017,53.9,65.6,77.3
7/4/2017,54.7,67,79.3
7/5/2017,55.6,68.7,81.9
7/6/2017,60.2,72.6,85
7/7/2017,61.5,75.3,89
7/8/2017,53.3,68.1,83
7/9/2017,53.8,65.6,77.4
7/10/2017,60.5,70.8,81.2
7/11/2017,60.8,69.5,78.2
7/12/2017,63.7,75.8,87.8
7/13/2017,69.1,75,81
7/14/2017,61.7,71.8,82
7/15/2017,52.3,63.5,74.7
7/16/2017,59.5,69.7,80
7/17/2017,54,66.5,79
7/18/2017,54.3,67.4,80.5
7/19/2017,60.2,72.8,85.4
7/20/2017,65.7,77.4,89.2
7/21/2017,60.9,73.8,86.7
7/22/2017,65.6,77.2,88.9
7/23/2017,64.8,71.9,79
7/24/2017,59.8,71.4,83
7/25/2017,53.1,65.8,78.4
7/26/2017,58.6,70,81.5
7/27/2017,64.4,71.5,78.7
7/28/2017,59.9,71.8,83.7
7/29/2017,49.7,64.7,79.7
7/30/2017,52.9,67.6,82.4
7/31/2017,54.2,69.7,85.1
8/1/2017,56.7,71.7,86.7
8/2/2017,60.2,72.9,85.7
8/3/2017,62,74,86
8/4/2017,61.6,70.3,79
8/5/2017,50.3,57.7,65.2
8/6/2017,51.9,63.7,75.5
8/7/2017,56.7,67.6,78.5
8/8/2017,49.7,63,76.4
8/9/2017,52.4,67.2,82
8/10/2017,57.4,69.9,82.4
8/11/2017,59.1,70.3,81.5
8/12/2017,58.9,67.9,76.9
8/13/2017,46.5,61.8,77
8/14/2017,53.6,66,78.3
8/15/2017,57.4,68.8,80.3
8/16/2017,56.9,68.6,80.4
8/17/2017,59.9,72.5,85.1
8/18/2017,62.7,70.8,79
8/19/2017,56.1,63.5,70.9
8/20/2017,55.9,67.9,79.9
8/21/2017,57.9,70.4,82.9
8/22/2017,64,74.2,84.4
8/23/2017,53.2,64.4,75.6
8/24/2017,45.7,59.2,72.7
8/25/2017,42.1,55,67.9
8/26/2017,42.8,57.2,71.5
8/27/2017,47.2,60.6,73.9
8/28/2017,57.3,64.6,71.8
8/29/2017,51.4,59.4,67.3
8/30/2017,53.1,65.2,77.2
8/31/2017,53.7,66.8,79.9
9/1/2017,41.9,56.8,71.8
9/2/2017,39.6,54.6,69.5
9/3/2017,41.8,58.1,74.4
9/4/2017,55.1,66.6,78.2
9/5/2017,50.8,63.5,76.1
9/6/2017,41.6,54.7,67.8
9/7/2017,42.9,54.1,65.3
9/8/2017,43.7,53.2,62.8
9/9/2017,40.4,54.4,68.3
9/10/2017,40.4,53.7,66.9
9/11/2017,41.3,55,68.6
9/12/2017,43.3,58.5,73.6
9/13/2017,46,63,80
9/14/2017,48.6,63.8,79.1
9/15/2017,50.5,64.4,78.2
9/16/2017,53.2,68.1,82.9
9/17/2017,56.1,70.3,84.6
9/18/2017,55.3,70,84.7
9/19/2017,54.1,65.4,76.8
9/20/2017,55.2,64.9,74.6
9/21/2017,64.5,76.3,88
9/22/2017,62.5,76.9,91.2
9/23/2017,61.6,77.5,93.4
9/24/2017,59.3,76.6,93.8
9/25/2017,58.3,75.5,92.6
9/26/2017,56.7,73.7,90.6
9/27/2017,57.4,74.2,91
9/28/2017,46.8,59.1,71.3
9/29/2017,50.7,60.7,70.7
9/30/2017,35.7,51.5,67.2
10/1/2017,34.9,49.8,64.7
10/2/2017,37.6,53,68.4
10/3/2017,48.3,64.4,80.5
10/4/2017,56.5,67.3,78.2
10/5/2017,39.8,56.2,72.6
10/6/2017,40.9,55.4,69.9
10/7/2017,53.2,60.6,67.9
10/8/2017,52.9,65.7,78.4
10/9/2017,46.9,61.9,76.8
10/10/2017,47.2,62.6,78
10/11/2017,47.1,55.7,64.2
10/12/2017,47.4,52.2,57
10/13/2017,47,52.5,58.1
10/14/2017,55.4,60.7,66
10/15/2017,54.2,60.8,67.4
10/16/2017,40.9,53.2,65.5
10/17/2017,39,48.5,57.9
10/18/2017,44.6,55.6,66.6
10/19/2017,46.5,57.5,68.4
10/20/2017,39,52.5,66
10/21/2017,42,59.3,76.5
10/22/2017,52.5,63.7,74.9
10/23/2017,51.7,63.1,74.5
10/24/2017,45.4,49.5,53.7
10/25/2017,38.4,43.6,48.9
10/26/2017,26.7,38.8,51
10/27/2017,28.5,40.5,52.6
10/28/2017,37,43.4,49.8
10/29/2017,32.2,38.2,44.2
10/30/2017,31,38.7,46.5
10/31/2017,34.9,40.2,45.4
11/1/2017,33.9,36.8,39.7
11/2/2017,32.2,38.2,44.2
11/3/2017,39.9,45.1,50.3
11/4/2017,33.9,41.2,48.5
11/5/2017,34.9,40.7,46.6
11/6/2017,34.3,42.4,50.5
11/7/2017,27.6,36.1,44.6
11/8/2017,19.4,32.5,45.6
11/9/2017,20.4,32.9,45.4
11/10/2017,13.3,27.6,41.9
11/11/2017,12.6,19.5,26.5
11/12/2017,19.6,27.5,35.3
11/13/2017,31.4,34.7,38
11/14/2017,26.7,34.5,42.4
11/15/2017,31.3,39.2,47.2
11/16/2017,32.9,39.4,45.9
11/17/2017,24.9,32.6,40.3
11/18/2017,28.8,36.1,43.4
11/19/2017,30.5,36,41.5
11/20/2017,24.7,30.1,35.5
11/21/2017,25.9,36.8,47.6
11/22/2017,26.6,36.6,46.7
11/23/2017,26.9,30.7,34.5
11/24/2017,26.8,34.6,42.4
11/25/2017,32.9,45.5,58
11/26/2017,18.3,31.1,43.8
11/27/2017,18.1,31.1,44
11/28/2017,25.8,38.4,50.9
11/29/2017,31.7,44.3,56.8
11/30/2017,27.4,35.8,44.2
12/1/2017,23.5,35.2,47
12/2/2017,24,36.1,48.2
12/3/2017,24.6,37.9,51.2
12/4/2017,24.1,37.4,50.7
12/5/2017,38.8,49.1,59.3
12/6/2017,25.3,31.9,38.5
12/7/2017,21.9,26.3,30.6
12/8/2017,18.8,23.3,27.7
12/9/2017,21.7,25.2,28.6
12/10/2017,19.4,24.5,29.6
12/11/2017,19.6,23.8,27.9
12/12/2017,17,23.4,29.9
12/13/2017,14.6,17.5,20.3
12/14/2017,-2.3,8.9,20.1
12/15/2017,-4.1,10.1,24.3
12/16/2017,15,20.3,25.5
12/17/2017,19.9,23.2,26.4
12/18/2017,21.9,27.5,33.1
12/19/2017,29.2,35,40.9
12/20/2017,23.1,33,42.9
12/21/2017,20.6,25.6,30.6
12/22/2017,23.7,27.2,30.7
12/23/2017,28,30.8,33.6
12/24/2017,11.8,21.2,30.5
12/25/2017,11.2,16.2,21.2
12/26/2017,-1.7,8.9,19.4
12/27/2017,-9,0.6,10.1
12/28/2017,-10.7,1.2,13.2
12/29/2017,-8,2.6,13.2
12/30/2017,9.8,13,16.2
12/31/2017,-2.7,5.8,14.3
1/1/2018,-1.6,6.1,13.7
1/2/2018,6.4,11.1,15.8
1/3/2018,8.1,14.7,21.3
1/4/2018,7.2,13.2,19.1
1/5/2018,-11.9,1.1,14.2
1/6/2018,-10.8,-0.4,10
1/7/2018,-7.1,3.7,14.6
1/8/2018,13.2,22.9,32.7
1/9/2018,14.2,25.2,36.3
1/10/2018,11.7,24,36.2
1/11/2018,28.2,39.5,50.9
1/12/2018,22.5,38.6,54.6
1/13/2018,12.4,17.8,23.1
1/14/2018,2.5,10.1,17.8
1/15/2018,6.4,12.8,19.2
1/16/2018,6,12.8,19.6
1/17/2018,1.9,12.5,23
1/18/2018,11.1,18.8,26.4
1/19/2018,21.1,26.3,31.4
1/20/2018,26.6,32.2,37.8
1/21/2018,29,36.8,44.6
1/22/2018,32.6,36,39.5
1/23/2018,34.2,38.6,43.1
1/24/2018,20.7,27.9,35.1
1/25/2018,21.8,24.5,27.2
1/26/2018,23.9,29.1,34.2
1/27/2018,24.3,38,51.6
1/28/2018,27.1,36.2,45.3
1/29/2018,20.5,29.1,37.7
1/30/2018,16.9,20.6,24.3
1/31/2018,17.9,23.9,29.8
2/1/2018,27.8,32.6,37.3
2/2/2018,6.3,18.5,30.7
2/3/2018,8.5,14,19.5
2/4/2018,16,23.6,31.2
2/5/2018,4.7,13,21.3
2/6/2018,7.1,12.6,18.1
2/7/2018,7.5,14.2,20.9
2/8/2018,8.4,15.1,21.8
2/9/2018,4.9,13.2,21.5
2/10/2018,12.6,18,23.3
2/11/2018,8.3,16,23.8
2/12/2018,3.8,14.6,25.5
2/13/2018,-1,12.4,25.8
2/14/2018,0.9,15.2,29.6
2/15/2018,21.3,32.5,43.7
2/16/2018,26.1,34.7,43.4
2/17/2018,13.2,22.9,32.5
2/18/2018,16.9,24.7,32.5
2/19/2018,22.7,30.7,38.7
2/20/2018,34,44.3,54.6
2/21/2018,29.9,44.6,59.3
2/22/2018,23.8,28.7,33.6
2/23/2018,26.2,32.1,38
2/24/2018,30,35.7,41.4
2/25/2018,29.8,36.7,43.6
2/26/2018,25.4,32.7,40
2/27/2018,24.9,36.3,47.6
2/28/2018,32.2,44.6,57.1
3/1/2018,30.9,44.8,58.7
3/2/2018,24.3,31.9,39.6
3/3/2018,19.1,31.2,43.3
3/4/2018,18.8,31.4,43.9
3/5/2018,24.7,33.9,43
3/6/2018,25,31.2,37.4
3/7/2018,25,29.8,34.5
3/8/2018,20.2,25.3,30.3
3/9/2018,23,27.2,31.3
3/10/2018,17.6,26.1,34.6
3/11/2018,12.4,24.3,36.1
3/12/2018,12.6,25.7,38.7
3/13/2018,25.4,32.4,39.4
3/14/2018,21.8,26.9,32
3/15/2018,21.6,30.4,39.3
3/16/2018,19.8,27.6,35.4
3/17/2018,16.2,27.8,39.4
3/18/2018,17.7,33.5,49.2
3/19/2018,24.5,39.3,54.2
3/20/2018,19.7,31.3,42.9
3/21/2018,20.3,29.1,37.9
3/22/2018,18.8,29.8,40.7
3/23/2018,19.2,31.2,43.1
3/24/2018,19.6,31.6,43.6
3/25/2018,20.9,31,41.2
3/26/2018,21.5,31.4,41.2
3/27/2018,26.3,40,53.6
3/28/2018,29.9,39.3,48.6
3/29/2018,30,39.3,48.5
3/30/2018,26,38,50.1
3/31/2018,25.8,35.4,44.9
4/1/2018,21.6,33.1,44.6
4/2/2018,14.7,24.5,34.3
4/3/2018,16.2,29.3,42.3
4/4/2018,25.7,31.2,36.7
4/5/2018,12.7,21.5,30.2
4/6/2018,16.6,27.2,37.8
4/7/2018,12.2,24,35.8
4/8/2018,7.6,18.4,29.1
4/9/2018,10.8,24.2,37.7
4/10/2018,19,29.2,39.4
4/11/2018,20.7,32.7,44.8
4/12/2018,32.9,42.9,53
4/13/2018,35.2,48.9,62.7
4/14/2018,32.8,38,43.1
4/15/2018,25.6,30.4,35.3
4/16/2018,25.4,29.6,33.7
4/17/2018,23.3,28.8,34.4
4/18/2018,25,29.3,33.6
4/19/2018,27.4,34.4,41.4
4/20/2018,23.9,37.1,50.2
4/21/2018,25,41.4,57.8
4/22/2018,25.9,42.1,58.4
4/23/2018,30.4,47.2,64
4/24/2018,36.9,54.6,72.3
4/25/2018,37.7,48.9,60
4/26/2018,26.3,41.7,57.1
4/27/2018,29.1,45.3,61.4
4/28/2018,33,44.8,56.7
4/29/2018,23.1,37.7,52.3
4/30/2018,25.5,41.9,58.3
5/1/2018,36.4,53.9,71.5
5/2/2018,57.5,69.5,81.4
5/3/2018,55.7,67.5,79.2
5/4/2018,53.7,61.1,68.4
5/5/2018,44,55.2,66.5
5/6/2018,46.6,62.8,79
5/7/2018,38.7,52.5,66.2
5/8/2018,42.3,57.1,71.9
5/9/2018,49.5,64.4,79.3
5/10/2018,52.6,64.8,77
5/11/2018,36.5,51.1,65.6
5/12/2018,37.4,40.1,42.8
5/13/2018,38.5,49.1,59.8
5/14/2018,44.8,56.5,68.2
5/15/2018,50,61.7,73.4
5/16/2018,45.6,60.8,76
5/17/2018,47,63.4,79.8
5/18/2018,47.4,62.1,76.8
5/19/2018,49.2,62.4,75.7
5/20/2018,44.3,54.1,63.8
5/21/2018,42.3,52.2,62.1
5/22/2018,47.1,53.1,59
5/23/2018,41.7,53.9,66.1
5/24/2018,45.5,62.2,79
5/25/2018,52.5,67.7,83
5/26/2018,59.2,73,86.9
5/27/2018,58.5,72.2,85.8
5/28/2018,59.6,75.8,92
5/29/2018,62,77,92.1
5/30/2018,64.5,77.2,89.8
5/31/2018,65.1,75.9,86.7
6/1/2018,60.4,70.6,80.9
6/2/2018,53.5,67.3,81
6/3/2018,52.7,61.1,69.6
6/4/2018,48.9,59.5,70.1
6/5/2018,47.2,59.6,71.9
6/6/2018,40.1,54.1,68.1
6/7/2018,46.3,59.2,72.2
6/8/2018,53,67.8,82.6
6/9/2018,57.3,69,80.7
6/10/2018,57.1,61.8,66.6
6/11/2018,51.3,59.9,68.4
6/12/2018,53.6,66.4,79.2
6/13/2018,59.6,70.3,81.1
6/14/2018,49.6,64,78.4
6/15/2018,51.7,67.6,83.5
6/16/2018,58.2,69,79.9
6/17/2018,63.8,74.4,84.9
6/18/2018,69.5,81,92.6
6/19/2018,62.7,74.2,85.6
6/20/2018,56.5,64.8,73
6/21/2018,54,64.4,74.8
6/22/2018,54.4,65.3,76.3
6/23/2018,55.6,65.9,76.3
6/24/2018,59.3,66.1,73
6/25/2018,54.1,65.1,76
6/26/2018,51.4,64.1,76.9
6/27/2018,56.3,67.9,79.5
6/28/2018,54.8,66.3,77.8
6/29/2018,57.1,71.5,85.9
6/30/2018,64.5,77.9,91.3
7/1/2018,73,83.2,93.3
7/2/2018,64.4,78.6,92.9
7/3/2018,58.1,71.5,84.9
7/4/2018,64.1,77.1,90.1
7/5/2018,70.9,81.9,92.9
7/6/2018,55.2,73.3,91.4
7/7/2018,50.4,65.2,79.9
7/8/2018,50,65.9,81.8
7/9/2018,55,70.6,86.3
7/10/2018,59.7,74.1,88.6
7/11/2018,54,70.4,86.7
7/12/2018,55.6,70.2,84.7
7/13/2018,63.3,74.1,84.8
7/14/2018,67.8,78.9,89.9
7/15/2018,63.7,72.4,81.1
7/16/2018,65,77.5,89.9
7/17/2018,55.8,73.2,90.6
7/18/2018,47.7,63.9,80.1
7/19/2018,48.7,64.5,80.2
7/20/2018,56.4,70.7,85.1
7/21/2018,65.3,73.4,81.4
7/22/2018,65.8,70.2,74.6
7/23/2018,63.9,69.5,75.2
7/24/2018,64.8,69.6,74.5
7/25/2018,59.3,71.6,83.9
7/26/2018,61.5,73.2,84.8
7/27/2018,56.7,66.9,77.1
7/28/2018,53.2,62.8,72.4
7/29/2018,51.1,64.5,77.8
7/30/2018,54,67.2,80.5
7/31/2018,55.6,69.1,82.7
8/1/2018,60.1,70.5,80.8
8/2/2018,60.3,72.4,84.6
8/3/2018,59.5,71.8,84.1
8/4/2018,55.5,69.1,82.8
8/5/2018,61.2,75.8,90.5
8/6/2018,71,81.1,91.1
8/7/2018,62.3,70.2,78.2
8/8/2018,61.7,71.8,81.9
8/9/2018,61.4,72.5,83.5
8/10/2018,57.3,71.3,85.3
8/11/2018,58.2,71.8,85.4
8/12/2018,57.8,72.8,87.8
8/13/2018,59.1,73.3,87.4
8/14/2018,57.7,72.7,87.8
8/15/2018,61,74.9,88.8
8/16/2018,63.8,75.9,88
8/17/2018,65,74.6,84.3
8/18/2018,60,68.6,77.1
8/19/2018,61.8,73.2,84.6
8/20/2018,59.4,71.9,84.3
8/21/2018,62.6,71.6,80.5
8/22/2018,54.9,65.9,77
8/23/2018,51.1,64.4,77.6
8/24/2018,52.4,67,81.7
8/25/2018,57.6,67.4,77.2
8/26/2018,63.7,69.8,75.8
8/27/2018,67,77.1,87.2
8/28/2018,65.6,75.8,86
8/29/2018,65.4,75.4,85.5
8/30/2018,47.4,59.6,71.9
8/31/2018,49.2,60,70.8
9/1/2018,54.7,68,81.3
9/2/2018,66.7,72,77.3
9/3/2018,67.4,76.1,84.8
9/4/2018,68.4,74.5,80.5
9/5/2018,69.5,79,88.4
9/6/2018,57.9,72.3,86.7
9/7/2018,49.2,60.3,71.5
9/8/2018,50.4,59,67.5
9/9/2018,48.5,58,67.6
9/10/2018,49.6,58.6,67.7
9/11/2018,48.4,60.1,71.8
9/12/2018,49.6,62.6,75.6
9/13/2018,51.7,65.4,79.1
9/14/2018,53.3,64.9,76.5
9/15/2018,52.9,66.9,80.8
9/16/2018,55.3,68.7,82.2
9/17/2018,58.4,72,85.7
9/18/2018,59.1,73.3,87.5
9/19/2018,53.7,65.7,77.8
9/20/2018,55.2,64.7,74.2
9/21/2018,60,70.5,81.1
9/22/2018,40.5,58.2,75.9
9/23/2018,39.9,52,64
9/24/2018,42,56.3,70.6
9/25/2018,52,61.8,71.5
9/26/2018,52.7,65.5,78.2
9/27/2018,40.9,51.7,62.6
9/28/2018,43.8,54.5,65.2
9/29/2018,36.8,48,59.3
9/30/2018,37.9,47.6,57.4
10/1/2018,41.7,45.6,49.5
10/2/2018,45,50.9,56.7
10/3/2018,51.7,55.6,59.5
10/4/2018,53.8,67.9,82
10/5/2018,39.4,49.7,60.1
10/6/2018,41,50.5,60
10/7/2018,48.1,57.4,66.8
10/8/2018,47.5,51.7,55.9
10/9/2018,52.9,66.8,80.8
10/10/2018,62.1,72.5,83
10/11/2018,49.1,61.1,73
10/12/2018,39,44.3,49.5
10/13/2018,33.6,39.2,44.8
10/14/2018,32.8,42.3,51.7
10/15/2018,40.9,49.7,58.5
10/16/2018,31.9,38.7,45.4
10/17/2018,34.6,44.6,54.7
10/18/2018,24.1,35.6,47.1
10/19/2018,24.6,39,53.4
10/20/2018,39.2,46.9,54.5
10/21/2018,33.2,41.8,50.5
10/22/2018,28.2,36.5,44.8
10/23/2018,28.5,43.2,57.9
10/24/2018,27.6,39.9,52.2
10/25/2018,25.7,37.2,48.8
10/26/2018,27.5,38.4,49.3
10/27/2018,37.6,44.1,50.6
10/28/2018,36.7,41.8,46.9
10/29/2018,37.2,41,44.8
10/30/2018,31.4,41.7,51.9
10/31/2018,35.4,46,56.7
11/1/2018,38.5,47.1,55.6
11/2/2018,34.7,40.1,45.4
11/3/2018,34.2,40.5,46.7
11/4/2018,28.6,36.7,44.8
11/5/2018,35.4,42.2,49.1
11/6/2018,40.8,44.8,48.8
11/7/2018,36.4,42.6,48.8
11/8/2018,34.4,36.2,38
11/9/2018,32.3,35.6,38.9
11/10/2018,22.3,28.8,35.3
11/11/2018,25.7,30.2,34.6
11/12/2018,27.2,31.7,36.2
11/13/2018,26.5,30.6,34.7
11/14/2018,20.5,24.6,28.8
11/15/2018,18.3,25.8,33.3
11/16/2018,19.6,26.7,33.8
11/17/2018,29.9,33.7,37.4
11/18/2018,24.9,29.6,34.4
11/19/2018,22.9,29.7,36.5
11/20/2018,22.7,29.7,36.8
11/21/2018,22,27.7,33.4
11/22/2018,17.2,23.8,30.4
11/23/2018,17.2,22.8,28.4
11/24/2018,25.5,36.7,48
11/25/2018,36.9,41,45.1
11/26/2018,27.5,33.7,39.9
11/27/2018,26.7,29.1,31.6
11/28/2018,23.7,26.4,29.1
11/29/2018,24,26.1,28.3
11/30/2018,24,26.3,28.6
12/1/2018,26.8,30.9,35
12/2/2018,30,33,36.1
12/3/2018,30.7,36.3,42
12/4/2018,19.6,26.3,33
12/5/2018,20.3,26.5,32.7
12/6/2018,25.9,28.9,32
12/7/2018,19.9,25.5,31.2
12/8/2018,17.6,22.2,26.7
12/9/2018,9.4,19.9,30.3
12/10/2018,19.6,25.7,31.7
12/11/2018,25,30.8,36.6
12/12/2018,25.8,28.8,31.7
12/13/2018,22.8,29.6,36.4
12/14/2018,22.5,29.3,36.2
12/15/2018,23.3,31.7,40.2
12/16/2018,23,31,39
12/17/2018,25.8,32.3,38.8
12/18/2018,17.5,27.5,37.5
12/19/2018,18,27.3,36.6
12/20/2018,26.8,36.1,45.5
12/21/2018,33.1,38.9,44.8
12/22/2018,27.4,31.5,35.5
12/23/2018,27.2,29.1,31
12/24/2018,28.1,31.7,35.2
12/25/2018,21.6,25.9,30.1
12/26/2018,21.3,26.7,32.1
12/27/2018,29,33.2,37.4
12/28/2018,32.1,41.6,51.1
12/29/2018,23,35.9,48.7
12/30/2018,22,25.6,29.2
12/31/2018,25.1,29,33
1/1/2019,27,30.8,34.6
1/2/2019,17.7,23,28.3
1/3/2019,21.3,26,30.7
1/4/2019,28.1,32.2,36.3
1/5/2019,22.5,33.9,45.3
1/6/2019,23,34.8,46.7
1/7/2019,26.2,31,35.8
1/8/2019,29.9,38.1,46.4
1/9/2019,21.5,30.4,39.4
1/10/2019,19.6,21.4,23.3
1/11/2019,16.2,20.8,25.3
1/12/2019,18.3,22.4,26.4
1/13/2019,19.9,24.6,29.3
1/14/2019,12.9,22,31.1
1/15/2019,17.3,24,30.7
1/16/2019,25.9,29.3,32.6
1/17/2019,11.3,19.6,27.9
1/18/2019,13.4,21.1,28.7
1/19/2019,11.6,19.8,28
1/20/2019,-6,6.9,19.9
1/21/2019,-12.6,-0.3,12
1/22/2019,-13.6,0.1,13.8
1/23/2019,10.9,19.6,28.3
1/24/2019,23.2,27.8,32.4
1/25/2019,9.1,17.4,25.6
1/26/2019,-15.3,-1.4,12.4
1/27/2019,-15.5,-0.4,14.7
1/28/2019,-7.7,1.4,10.5
1/29/2019,-0.7,7.7,16.1
1/30/2019,-7.7,3.6,14.9
1/31/2019,-12,-4.4,3.1
2/1/2019,-12.5,-3.9,4.8
2/2/2019,-3.8,7.2,18.2
2/3/2019,17.4,29.3,41.1
2/4/2019,38.4,41.9,45.4
2/5/2019,26,37.1,48.2
2/6/2019,22.9,27.1,31.2
2/7/2019,26.3,29.4,32.6
