PRISM Time Series Data
Location:  Lat: 45.7636   Lon: -88.4636   Elev: 1460ft
"Climate variables: tmin,tmean,tmax"
Spatial resolution: 4km
Period: 2015-01-01 - 2025-12-03
Dataset: AN91d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2025-Dec-06
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,tmin (degrees F),tmean (degrees F),tmax (degrees F)
2016-12-08,15.3,18.0,20.7
2016-12-09,13.0,20.8,28.5
2016-12-10,6.7,13.6,20.4
2016-12-11,2.2,8.6,15.1
2016-12-12,8.9,14.8,20.6
2016-12-13,-1.1,12.0,25.1
2016-12-14,-4.5,1.9,8.4
2016-12-15,-7.5,-0.2,7.1
2016-12-16,-8.6,1.7,12.0
2016-12-17,-2.4,4.8,11.9
2016-12-18,-8.2,3.5,15.1
2016-12-19,-15.5,-6.5,2.5
2016-12-20,-8.5,5.7,19.8
2016-12-21,13.2,25.2,37.2
2016-12-22,15.2,23.2,31.2
2016-12-23,20.2,29.5,38.7
2016-12-24,21.7,28.6,35.4
2016-12-25,21.1,27.7,34.2
2016-12-26,21.0,26.8,32.7
2016-12-27,13.5,26.4,39.4
2016-12-28,-3.6,5.9,15.4
2016-12-29,8.7,19.4,30.1
2016-12-30,17.2,21.9,26.6
2016-12-31,15.3,18.2,21.1
2017-01-01,10.8,18.7,26.7
2017-01-02,17.7,22.8,28.0
2017-01-03,24.2,27.3,30.5
2017-01-04,-0.4,15.7,31.7
2017-01-05,-13.5,-3.7,6.2
2017-01-06,-17.1,-8.0,1.1
2017-01-07,-18.9,-5.9,7.1
2017-01-08,-10.8,-1.8,7.2
2017-01-09,2.2,7.7,13.2
2017-01-10,10.5,17.2,23.8
2017-01-11,3.6,16.9,30.2
2017-01-12,0.6,4.8,8.9
2017-01-13,-16.3,-0.0,16.3
2017-01-14,-18.8,-3.4,11.9
2017-01-15,-13.9,6.3,26.6
2017-01-16,-13.2,9.6,32.4
2017-01-17,0.9,19.1,37.2
2017-01-18,11.7,24.8,38.0
2017-01-19,22.9,33.6,44.4
2017-01-20,26.4,36.0,45.7
2017-01-21,27.9,32.1,36.4
2017-01-22,31.8,33.8,35.7
2017-01-23,32.0,35.1,38.3
2017-01-24,32.1,34.6,37.1
2017-01-25,30.8,33.4,36.0
2017-01-26,27.6,30.6,33.7
2017-01-27,22.3,27.0,31.7
2017-01-28,21.6,26.8,32.1
2017-01-29,16.9,20.9,25.0
2017-01-30,2.8,11.1,19.3
2017-01-31,4.5,11.8,19.1
2017-02-01,15.6,21.1,26.6
2017-02-02,-0.6,9.9,20.5
2017-02-03,-3.0,5.8,14.6
2017-02-04,-6.8,6.1,19.0
2017-02-05,-2.8,10.0,22.9
2017-02-06,6.8,15.6,24.4
2017-02-07,14.1,21.4,28.8
2017-02-08,10.3,17.9,25.4
2017-02-09,-3.1,5.7,14.4
2017-02-10,-4.2,6.0,16.1
2017-02-11,12.7,23.3,33.8
2017-02-12,23.6,28.0,32.4
2017-02-13,10.1,22.3,34.5
2017-02-14,12.1,28.5,44.9
2017-02-15,18.0,28.3,38.6
2017-02-16,5.6,14.6,23.6
2017-02-17,8.4,18.3,28.2
2017-02-18,16.8,35.1,53.4
2017-02-19,30.8,44.9,59.0
2017-02-20,26.9,40.9,54.9
2017-02-21,33.9,42.2,50.5
2017-02-22,30.9,43.6,56.4
2017-02-23,29.3,40.7,52.1
2017-02-24,23.6,30.8,37.9
2017-02-25,15.1,19.6,24.1
2017-02-26,4.5,13.1,21.7
2017-02-27,0.5,17.2,33.8
2017-02-28,10.6,26.2,41.7
2017-03-01,21.6,30.3,39.0
2017-03-02,6.8,15.0,23.2
2017-03-03,-2.4,12.2,26.8
2017-03-04,-6.9,8.0,22.9
2017-03-05,-3.0,15.0,32.9
2017-03-06,26.3,32.8,39.3
2017-03-07,34.6,42.7,50.8
2017-03-08,22.0,33.1,44.1
2017-03-09,13.4,19.6,25.8
2017-03-10,4.0,17.5,30.9
2017-03-11,1.9,7.6,13.3
2017-03-12,1.2,10.9,20.6
2017-03-13,3.7,13.0,22.4
2017-03-14,-3.2,9.6,22.5
2017-03-15,-2.7,11.0,24.8
2017-03-16,2.6,18.0,33.4
2017-03-17,6.7,24.8,42.8
2017-03-18,27.5,30.5,33.5
2017-03-19,21.8,27.7,33.5
2017-03-20,22.7,31.7,40.7
2017-03-21,21.5,35.8,50.1
2017-03-22,4.3,18.0,31.7
2017-03-23,6.5,20.8,35.2
2017-03-24,24.3,29.9,35.5
2017-03-25,31.1,33.2,35.4
2017-03-26,30.6,34.9,39.1
2017-03-27,30.8,34.1,37.3
2017-03-28,22.3,32.1,41.8
2017-03-29,22.5,40.5,58.4
2017-03-30,26.7,36.1,45.4
2017-03-31,30.9,35.0,39.0
2017-04-01,23.4,38.3,53.1
2017-04-02,25.7,42.3,58.9
2017-04-03,29.6,44.6,59.6
2017-04-04,38.3,43.1,48.0
2017-04-05,24.2,39.9,55.7
2017-04-06,27.0,38.9,50.8
2017-04-07,26.2,36.4,46.7
2017-04-08,25.4,40.7,56.0
2017-04-09,28.2,47.6,67.1
2017-04-10,38.4,54.6,70.7
2017-04-11,28.5,35.2,42.0
2017-04-12,19.8,28.6,37.3
2017-04-13,24.2,39.7,55.2
2017-04-14,27.1,42.3,57.6
2017-04-15,32.2,47.3,62.4
2017-04-16,45.1,53.2,61.4
2017-04-17,34.4,48.6,62.9
2017-04-18,27.7,36.0,44.3
2017-04-19,31.1,41.1,51.1
2017-04-20,34.9,42.2,49.4
2017-04-21,33.6,37.9,42.2
2017-04-22,24.8,41.2,57.7
2017-04-23,31.3,49.6,67.9
2017-04-24,28.0,36.7,45.5
2017-04-25,30.5,47.3,64.1
2017-04-26,42.3,57.0,71.7
2017-04-27,31.0,41.6,52.2
2017-04-28,28.0,30.5,33.1
2017-04-29,26.4,35.4,44.4
2017-04-30,32.6,41.4,50.3
2017-05-01,34.1,41.4,48.6
2017-05-02,33.8,39.5,45.3
2017-05-03,25.7,37.6,49.5
2017-05-04,31.9,48.6,65.4
2017-05-05,33.1,47.0,61.0
2017-05-06,31.7,45.6,59.6
2017-05-07,28.1,41.3,54.5
2017-05-08,19.7,36.8,53.9
2017-05-09,27.3,43.8,60.3
2017-05-10,35.4,47.0,58.6
2017-05-11,41.2,55.5,69.8
2017-05-12,38.4,52.2,65.9
2017-05-13,42.2,54.9,67.7
2017-05-14,41.5,55.6,69.7
2017-05-15,39.7,53.7,67.7
2017-05-16,45.4,53.5,61.6
2017-05-17,49.4,60.2,71.1
2017-05-18,46.1,60.5,74.9
2017-05-19,29.7,40.3,50.9
2017-05-20,30.4,41.9,53.4
2017-05-21,39.4,47.6,55.8
2017-05-22,43.9,49.9,55.8
2017-05-23,35.7,46.6,57.4
2017-05-24,42.4,50.3,58.3
2017-05-25,42.5,49.0,55.5
2017-05-26,41.9,56.9,71.8
2017-05-27,47.5,58.5,69.4
2017-05-28,51.6,63.6,75.7
2017-05-29,45.2,57.2,69.2
2017-05-30,46.3,55.1,63.9
2017-05-31,46.9,52.2,57.6
2017-06-01,33.9,49.3,64.8
2017-06-02,40.7,57.1,73.6
2017-06-03,47.4,64.2,81.1
2017-06-04,52.2,66.8,81.5
2017-06-05,52.1,67.1,82.1
2017-06-06,40.2,56.6,73.1
2017-06-07,39.0,56.8,74.7
2017-06-08,45.9,62.3,78.7
2017-06-09,50.8,65.4,79.9
2017-06-10,51.3,63.4,75.6
2017-06-11,56.4,71.7,87.0
2017-06-12,59.7,68.0,76.3
2017-06-13,57.4,70.8,84.3
2017-06-14,60.3,69.1,77.8
2017-06-15,60.0,67.0,74.0
2017-06-16,51.1,66.6,82.0
2017-06-17,58.8,69.5,80.2
2017-06-18,57.3,68.2,79.1
2017-06-19,52.1,58.2,64.4
2017-06-20,49.6,58.1,66.6
2017-06-21,41.6,55.8,70.0
2017-06-22,54.5,64.3,74.1
2017-06-23,50.2,60.7,71.3
2017-06-24,50.9,61.0,71.2
2017-06-25,49.7,56.0,62.3
2017-06-26,45.9,56.5,67.2
2017-06-27,41.9,52.4,62.9
2017-06-28,45.9,59.6,73.3
2017-06-29,57.0,60.8,64.6
2017-06-30,56.8,62.3,67.8
2017-07-01,54.2,63.8,73.3
2017-07-02,54.8,64.7,74.5
2017-07-03,44.5,58.6,72.7
2017-07-04,46.9,61.7,76.5
2017-07-05,53.7,66.9,80.0
2017-07-06,60.9,70.9,80.8
2017-07-07,58.5,72.2,85.9
2017-07-08,43.3,58.6,73.9
2017-07-09,53.0,65.0,77.0
2017-07-10,54.3,64.6,74.9
2017-07-11,54.9,67.8,80.7
2017-07-12,57.7,70.5,83.3
2017-07-13,56.7,67.3,77.8
2017-07-14,52.9,57.3,61.6
2017-07-15,48.6,62.3,76.0
2017-07-16,55.3,69.3,83.3
2017-07-17,38.9,54.8,70.7
2017-07-18,45.8,62.6,79.5
2017-07-19,50.9,67.6,84.3
2017-07-20,53.1,67.9,82.7
2017-07-21,53.7,69.2,84.7
2017-07-22,58.8,71.6,84.5
2017-07-23,60.1,71.5,83.0
2017-07-24,47.1,58.6,70.0
2017-07-25,47.4,62.1,76.7
2017-07-26,56.0,66.0,75.9
2017-07-27,51.2,66.1,80.9
2017-07-28,46.3,62.8,79.2
2017-07-29,45.4,62.0,78.5
2017-07-30,52.8,67.5,82.1
2017-07-31,53.6,70.0,86.3
2017-08-01,58.1,72.2,86.4
2017-08-02,56.5,70.4,84.4
2017-08-03,46.5,58.0,69.4
2017-08-04,50.9,54.8,58.7
2017-08-05,41.8,54.4,66.9
2017-08-06,44.2,59.3,74.4
2017-08-07,40.9,57.6,74.3
2017-08-08,48.3,62.5,76.7
2017-08-09,51.2,65.4,79.7
2017-08-10,56.4,67.4,78.5
2017-08-11,56.8,64.1,71.4
2017-08-12,45.0,54.7,64.3
2017-08-13,45.2,60.7,76.2
2017-08-14,49.1,63.7,78.4
2017-08-15,47.1,57.8,68.5
2017-08-16,47.2,60.2,73.2
2017-08-17,51.2,63.0,74.7
2017-08-18,59.0,66.6,74.3
2017-08-19,50.8,59.9,69.0
2017-08-20,50.4,64.2,78.1
2017-08-21,53.5,67.5,81.4
2017-08-22,56.7,67.5,78.3
2017-08-23,50.2,59.3,68.4
2017-08-24,36.4,51.1,65.8
2017-08-25,35.0,50.7,66.3
2017-08-26,37.0,53.3,69.5
2017-08-27,43.7,52.8,61.9
2017-08-28,56.1,59.2,62.3
2017-08-29,47.3,58.8,70.2
2017-08-30,49.0,62.2,75.4
2017-08-31,39.5,55.1,70.7
2017-09-01,32.6,48.7,64.8
2017-09-02,35.1,51.2,67.4
2017-09-03,44.2,50.5,56.9
2017-09-04,46.8,62.4,78.1
2017-09-05,47.9,57.5,67.0
2017-09-06,42.1,48.6,55.1
2017-09-07,40.4,49.4,58.5
2017-09-08,32.7,44.4,56.0
2017-09-09,31.7,47.1,62.5
2017-09-10,32.8,49.2,65.7
2017-09-11,41.1,55.8,70.5
2017-09-12,43.6,60.0,76.4
2017-09-13,43.9,60.8,77.7
2017-09-14,45.3,63.2,81.1
2017-09-15,48.3,64.0,79.8
2017-09-16,59.3,70.8,82.2
2017-09-17,62.3,71.0,79.8
2017-09-18,39.4,54.1,68.8
2017-09-19,43.0,54.4,65.8
2017-09-20,51.2,61.9,72.6
2017-09-21,50.2,60.0,69.8
2017-09-22,51.5,65.2,78.9
2017-09-23,59.6,70.0,80.4
2017-09-24,58.9,73.1,87.4
2017-09-25,57.8,72.4,86.9
2017-09-26,59.0,71.6,84.1
2017-09-27,49.4,61.2,73.0
2017-09-28,41.0,48.4,55.9
2017-09-29,45.0,56.5,68.1
2017-09-30,30.9,45.0,59.0
2017-10-01,32.2,47.9,63.6
2017-10-02,44.5,56.2,68.0
2017-10-03,51.8,62.5,73.3
2017-10-04,47.8,61.3,74.8
2017-10-05,35.0,47.5,60.1
2017-10-06,36.9,48.1,59.2
2017-10-07,42.3,52.5,62.8
2017-10-08,45.0,55.0,65.1
2017-10-09,43.0,58.5,74.0
2017-10-10,34.5,48.8,63.2
2017-10-11,30.1,41.1,52.0
2017-10-12,33.0,46.9,60.7
2017-10-13,48.2,51.0,53.9
2017-10-14,30.3,44.3,58.2
2017-10-15,32.5,43.5,54.6
2017-10-16,27.9,39.3,50.8
2017-10-17,29.1,42.7,56.4
2017-10-18,37.0,53.6,70.1
2017-10-19,41.1,56.2,71.4
2017-10-20,36.2,51.0,65.9
2017-10-21,37.6,56.9,76.1
2017-10-22,53.1,62.6,72.1
2017-10-23,32.7,45.7,58.6
2017-10-24,35.3,44.6,53.8
2017-10-25,30.1,38.0,45.9
2017-10-26,26.7,36.4,46.1
2017-10-27,32.4,40.1,47.7
2017-10-28,32.4,36.6,40.7
2017-10-29,21.2,30.5,39.7
2017-10-30,22.1,31.1,40.0
2017-10-31,28.4,33.9,39.4
2017-11-01,24.0,28.7,33.3
2017-11-02,23.4,31.1,38.7
2017-11-03,31.4,35.7,40.1
2017-11-04,29.4,34.0,38.6
2017-11-05,30.7,34.4,38.1
2017-11-06,24.6,32.5,40.5
2017-11-07,20.1,27.7,35.3
2017-11-08,16.3,24.8,33.3
2017-11-09,19.3,26.5,33.6
2017-11-10,-0.9,10.1,21.1
2017-11-11,2.1,12.8,23.5
2017-11-12,22.3,24.9,27.5
2017-11-13,25.4,29.5,33.6
2017-11-14,27.8,31.4,35.0
2017-11-15,32.1,34.2,36.4
2017-11-16,26.1,32.5,38.9
2017-11-17,24.7,28.0,31.3
2017-11-18,28.1,30.9,33.7
2017-11-19,18.2,25.1,32.0
2017-11-20,13.8,19.8,25.8
2017-11-21,16.2,29.2,42.3
2017-11-22,19.0,24.6,30.2
2017-11-23,18.8,22.1,25.4
2017-11-24,23.5,32.4,41.2
2017-11-25,32.7,44.3,55.9
2017-11-26,15.4,24.3,33.2
2017-11-27,19.2,32.5,45.7
2017-11-28,27.5,36.8,46.1
2017-11-29,18.6,33.8,48.9
2017-11-30,17.9,27.3,36.6
2017-12-01,18.9,30.3,41.7
2017-12-02,19.8,31.9,43.9
2017-12-03,18.0,33.3,48.5
2017-12-04,18.6,31.9,45.1
2017-12-05,26.5,39.8,53.0
2017-12-06,15.6,20.5,25.5
2017-12-07,14.4,16.1,17.9
2017-12-08,13.5,16.6,19.7
2017-12-09,13.7,17.6,21.4
2017-12-10,8.7,13.7,18.8
2017-12-11,10.0,15.6,21.3
2017-12-12,8.9,16.8,24.6
2017-12-13,4.9,9.2,13.5
2017-12-14,4.2,10.4,16.7
2017-12-15,2.0,10.3,18.6
2017-12-16,1.7,9.8,17.8
2017-12-17,3.2,10.8,18.4
2017-12-18,15.5,20.4,25.2
2017-12-19,24.0,28.9,33.7
2017-12-20,13.4,24.6,35.7
2017-12-21,12.1,15.1,18.0
2017-12-22,15.7,18.9,22.0
2017-12-23,6.4,16.3,26.3
2017-12-24,-7.3,4.2,15.8
2017-12-25,-6.1,6.5,19.0
2017-12-26,-17.9,-8.9,0.2
2017-12-27,-23.1,-13.2,-3.3
2017-12-28,-25.2,-10.8,3.6
2017-12-29,-20.9,-8.7,3.4
2017-12-30,-17.9,-5.4,7.1
2017-12-31,-16.1,-3.5,9.1
2018-01-01,-19.4,-8.0,3.4
2018-01-02,-12.5,-3.0,6.5
2018-01-03,-0.7,6.2,13.1
2018-01-04,-6.8,1.4,9.6
2018-01-05,-6.6,-0.7,5.1
2018-01-06,-21.3,-8.7,3.9
2018-01-07,-20.9,-3.7,13.5
2018-01-08,11.8,18.8,25.9
2018-01-09,-0.1,16.8,33.7
2018-01-10,-0.9,15.0,31.0
2018-01-11,30.0,32.9,35.8
2018-01-12,3.5,19.7,35.9
2018-01-13,-11.3,-1.2,9.0
2018-01-14,-22.9,-7.5,8.0
2018-01-15,-22.5,-5.3,12.0
2018-01-16,-4.3,8.6,21.4
2018-01-17,-3.6,8.2,20.0
2018-01-18,7.2,17.3,27.4
2018-01-19,13.9,24.2,34.6
2018-01-20,18.7,29.3,39.8
2018-01-21,20.3,30.0,39.7
2018-01-22,26.6,33.5,40.3
2018-01-23,19.1,24.9,30.6
2018-01-24,3.9,12.6,21.4
2018-01-25,1.9,11.7,21.6
2018-01-26,13.6,21.5,29.3
2018-01-27,27.0,34.0,40.9
2018-01-28,13.6,25.7,37.8
2018-01-29,8.8,14.6,20.5
2018-01-30,1.1,9.4,17.7
2018-01-31,0.1,12.5,24.8
2018-02-01,-2.2,16.5,35.3
2018-02-02,-7.7,-1.4,5.0
2018-02-03,-8.1,0.3,8.7
2018-02-04,1.5,6.5,11.4
2018-02-05,-12.0,-1.8,8.4
2018-02-06,-17.4,-1.9,13.5
2018-02-07,-16.2,-2.1,12.0
2018-02-08,-19.6,-1.9,15.8
2018-02-09,-15.6,0.0,15.7
2018-02-10,-11.6,1.2,14.0
2018-02-11,-9.1,6.0,21.2
2018-02-12,-7.3,9.0,25.2
2018-02-13,-8.9,4.6,18.1
2018-02-14,2.7,15.8,29.0
2018-02-15,18.0,33.0,48.1
2018-02-16,11.2,24.7,38.3
2018-02-17,4.4,13.4,22.5
2018-02-18,3.2,15.9,28.5
2018-02-19,6.0,18.8,31.6
2018-02-20,19.3,22.4,25.5
2018-02-21,9.0,19.4,29.7
2018-02-22,-2.9,11.0,24.8
2018-02-23,3.2,17.4,31.5
2018-02-24,12.2,23.0,33.9
2018-02-25,9.2,23.1,37.0
2018-02-26,18.0,23.3,28.6
2018-02-27,16.5,30.3,44.1
2018-02-28,26.5,38.8,51.1
2018-03-01,18.2,31.7,45.2
2018-03-02,5.5,20.7,36.0
2018-03-03,4.7,23.9,43.0
2018-03-04,12.7,26.9,41.1
2018-03-05,25.1,30.8,36.5
2018-03-06,23.3,28.3,33.3
2018-03-07,14.2,21.8,29.4
2018-03-08,12.1,17.7,23.3
2018-03-09,9.4,18.5,27.6
2018-03-10,0.6,15.5,30.4
2018-03-11,-1.0,17.5,35.9
2018-03-12,3.3,21.8,40.3
2018-03-13,16.3,25.2,34.1
2018-03-14,1.3,13.0,24.7
2018-03-15,7.8,25.0,42.2
2018-03-16,3.7,16.8,29.9
2018-03-17,3.3,22.8,42.3
2018-03-18,7.8,29.0,50.3
2018-03-19,17.3,33.3,49.3
2018-03-20,11.7,23.5,35.4
2018-03-21,13.5,22.2,30.8
2018-03-22,6.9,22.4,37.9
2018-03-23,6.6,22.7,38.9
2018-03-24,7.3,22.7,38.1
2018-03-25,10.6,24.1,37.7
2018-03-26,11.3,25.6,39.9
2018-03-27,20.6,31.1,41.6
2018-03-28,17.8,28.7,39.6
2018-03-29,20.1,35.6,51.2
2018-03-30,14.1,26.5,38.8
2018-03-31,15.8,24.9,34.0
2018-04-01,6.9,17.7,28.5
2018-04-02,3.6,16.4,29.2
2018-04-03,8.3,22.0,35.7
2018-04-04,16.7,22.8,29.0
2018-04-05,5.8,18.1,30.5
2018-04-06,11.9,24.9,37.9
2018-04-07,13.8,20.5,27.3
2018-04-08,-1.9,14.5,30.8
2018-04-09,0.9,19.1,37.2
2018-04-10,9.2,25.1,41.0
2018-04-11,14.4,27.6,40.9
2018-04-12,29.3,39.2,49.2
2018-04-13,30.6,36.0,41.3
2018-04-14,24.6,32.4,40.3
2018-04-15,17.8,22.2,26.6
2018-04-16,17.9,21.1,24.3
2018-04-17,20.6,24.0,27.5
2018-04-18,23.5,27.5,31.4
2018-04-19,23.5,32.5,41.4
2018-04-20,14.5,34.1,53.7
2018-04-21,19.3,39.6,59.9
2018-04-22,21.6,41.4,61.1
2018-04-23,23.2,42.7,62.3
2018-04-24,26.4,46.5,66.5
2018-04-25,27.4,45.7,64.0
2018-04-26,24.1,39.7,55.2
2018-04-27,23.2,43.6,63.9
2018-04-28,23.9,36.1,48.2
2018-04-29,18.9,33.2,47.5
2018-04-30,27.3,44.7,62.2
2018-05-01,45.2,61.2,77.2
2018-05-02,47.5,63.0,78.5
2018-05-03,36.8,49.3,61.8
2018-05-04,41.9,55.7,69.5
2018-05-05,34.6,53.5,72.5
2018-05-06,41.5,58.1,74.6
2018-05-07,32.5,49.2,66.0
2018-05-08,39.3,58.9,78.5
2018-05-09,46.1,62.5,79.0
2018-05-10,44.2,48.8,53.5
2018-05-11,24.2,40.3,56.4
2018-05-12,26.1,41.0,55.9
2018-05-13,30.4,47.2,64.1
2018-05-14,42.1,58.5,74.8
2018-05-15,48.0,64.4,80.9
2018-05-16,40.1,55.5,70.8
2018-05-17,39.3,62.1,84.8
2018-05-18,38.3,52.7,67.2
2018-05-19,40.9,57.2,73.6
2018-05-20,34.4,53.9,73.5
2018-05-21,31.4,50.5,69.6
2018-05-22,41.9,55.8,69.8
2018-05-23,40.5,59.7,78.9
2018-05-24,49.8,66.5,83.3
2018-05-25,58.1,70.2,82.2
2018-05-26,53.4,68.4,83.5
2018-05-27,50.8,69.5,88.3
2018-05-28,57.1,72.8,88.5
2018-05-29,57.9,73.1,88.3
2018-05-30,57.2,71.3,85.5
2018-05-31,62.8,68.4,74.0
2018-06-01,44.6,61.6,78.6
2018-06-02,43.0,53.6,64.2
2018-06-03,47.8,58.5,69.2
2018-06-04,45.6,52.8,60.1
2018-06-05,39.8,55.6,71.4
2018-06-06,37.4,52.1,66.9
2018-06-07,45.6,55.7,65.7
2018-06-08,42.4,57.2,72.0
2018-06-09,51.9,59.8,67.8
2018-06-10,49.3,60.0,70.8
2018-06-11,41.3,58.1,74.8
2018-06-12,50.5,63.7,77.0
2018-06-13,53.8,63.4,73.0
2018-06-14,43.2,59.9,76.7
2018-06-15,51.7,65.6,79.4
2018-06-16,53.2,60.0,66.8
2018-06-17,60.4,66.7,73.1
2018-06-18,63.8,76.2,88.5
2018-06-19,50.5,63.6,76.8
2018-06-20,48.6,62.3,76.0
2018-06-21,47.3,63.2,79.2
2018-06-22,42.3,58.9,75.6
2018-06-23,41.0,59.6,78.1
2018-06-24,48.2,64.7,81.1
2018-06-25,43.8,58.9,73.9
2018-06-26,49.1,62.7,76.4
2018-06-27,54.2,64.8,75.4
2018-06-28,56.4,68.1,79.7
2018-06-29,58.5,72.9,87.2
2018-06-30,68.2,79.8,91.5
2018-07-01,66.4,79.1,91.8
2018-07-02,55.1,67.8,80.5
2018-07-03,59.2,71.8,84.4
2018-07-04,56.4,70.5,84.5
2018-07-05,65.2,77.1,89.0
2018-07-06,44.8,62.6,80.5
2018-07-07,48.3,63.4,78.5
2018-07-08,56.9,68.8,80.8
2018-07-09,62.0,74.5,87.0
2018-07-10,49.0,67.3,85.5
2018-07-11,50.8,66.9,83.1
2018-07-12,59.6,68.9,78.3
2018-07-13,59.8,67.4,75.0
2018-07-14,57.9,68.2,78.5
2018-07-15,57.1,71.9,86.7
2018-07-16,60.6,73.8,87.0
2018-07-17,49.0,65.0,80.9
2018-07-18,42.4,57.4,72.3
2018-07-19,49.7,64.0,78.4
2018-07-20,59.1,69.3,79.5
2018-07-21,59.1,64.5,70.0
2018-07-22,59.2,64.5,69.7
2018-07-23,52.8,65.2,77.7
2018-07-24,53.2,67.3,81.5
2018-07-25,49.8,65.4,81.0
2018-07-26,52.5,65.5,78.5
2018-07-27,54.0,61.5,69.1
2018-07-28,45.6,55.5,65.5
2018-07-29,46.7,62.1,77.4
2018-07-30,47.8,63.7,79.6
2018-07-31,49.8,65.7,81.6
2018-08-01,51.6,67.1,82.7
2018-08-02,49.2,62.4,75.7
2018-08-03,48.9,55.7,62.6
2018-08-04,53.7,63.8,73.8
2018-08-05,61.0,71.3,81.7
2018-08-06,63.3,73.6,84.0
2018-08-07,50.3,65.4,80.6
2018-08-08,52.9,64.1,75.3
2018-08-09,56.0,68.5,81.0
2018-08-10,54.5,69.1,83.6
2018-08-11,55.0,69.0,83.0
2018-08-12,51.5,68.6,85.7
2018-08-13,53.6,70.4,87.2
2018-08-14,55.9,71.6,87.4
2018-08-15,59.0,72.4,85.7
2018-08-16,58.1,69.0,79.9
2018-08-17,58.2,70.1,81.9
2018-08-18,58.7,70.8,82.8
2018-08-19,50.6,64.3,78.0
2018-08-20,51.1,65.0,78.8
2018-08-21,58.0,65.2,72.3
2018-08-22,44.9,55.4,65.9
2018-08-23,46.2,60.9,75.6
2018-08-24,49.3,64.1,78.9
2018-08-25,56.4,60.2,64.1
2018-08-26,52.4,62.7,73.0
2018-08-27,55.0,66.4,77.8
2018-08-28,61.9,72.2,82.6
2018-08-29,49.8,60.5,71.2
2018-08-30,38.3,50.2,62.0
2018-08-31,41.7,55.2,68.7
2018-09-01,54.6,65.2,75.9
2018-09-02,61.7,70.8,79.9
2018-09-03,56.0,65.9,75.7
2018-09-04,58.5,67.0,75.5
2018-09-05,62.5,69.8,77.1
2018-09-06,39.3,53.5,67.7
2018-09-07,38.7,54.2,69.8
2018-09-08,38.2,54.6,71.1
2018-09-09,36.3,51.6,66.9
2018-09-10,35.4,51.4,67.4
2018-09-11,39.3,55.1,70.9
2018-09-12,50.7,64.4,78.0
2018-09-13,51.0,65.9,80.7
2018-09-14,50.9,65.0,79.0
2018-09-15,54.2,68.6,83.0
2018-09-16,57.9,71.0,84.0
2018-09-17,57.7,69.7,81.7
2018-09-18,48.8,65.5,82.3
2018-09-19,46.9,53.7,60.5
2018-09-20,47.4,51.6,55.9
2018-09-21,53.7,59.6,65.4
2018-09-22,33.2,47.1,61.1
2018-09-23,33.8,47.9,62.1
2018-09-24,40.3,51.8,63.2
2018-09-25,54.5,60.7,66.9
2018-09-26,41.0,50.4,59.8
2018-09-27,34.3,44.9,55.4
2018-09-28,38.8,46.4,54.1
2018-09-29,31.0,40.8,50.6
2018-09-30,30.8,37.9,45.0
2018-10-01,35.8,42.9,49.9
2018-10-02,38.8,44.6,50.5
2018-10-03,43.2,48.8,54.3
2018-10-04,37.5,53.6,69.8
2018-10-05,33.1,40.6,48.1
2018-10-06,33.6,39.0,44.5
2018-10-07,38.2,44.5,50.8
2018-10-08,37.7,41.7,45.7
2018-10-09,45.1,50.4,55.6
2018-10-10,40.9,45.3,49.6
2018-10-11,38.8,44.3,49.8
2018-10-12,30.9,35.1,39.3
2018-10-13,22.4,28.0,33.6
2018-10-14,24.8,35.7,46.7
2018-10-15,29.8,34.6,39.4
2018-10-16,28.4,32.0,35.7
2018-10-17,30.7,41.3,51.9
2018-10-18,19.2,29.6,39.9
2018-10-19,22.0,40.4,58.7
2018-10-20,32.2,43.1,53.9
2018-10-21,27.3,30.4,33.5
2018-10-22,21.5,31.7,41.9
2018-10-23,22.1,39.4,56.7
2018-10-24,22.1,33.6,45.2
2018-10-25,22.7,35.8,49.0
2018-10-26,33.1,42.8,52.4
2018-10-27,34.7,41.1,47.5
2018-10-28,37.9,41.1,44.3
2018-10-29,37.5,39.9,42.3
2018-10-30,32.7,39.0,45.3
2018-10-31,29.0,39.0,49.0
2018-11-01,21.3,34.9,48.6
2018-11-02,21.2,31.5,41.8
2018-11-03,23.5,31.2,38.9
2018-11-04,24.4,33.9,43.4
2018-11-05,31.2,37.2,43.1
2018-11-06,33.3,36.6,39.9
2018-11-07,28.9,34.5,40.2
2018-11-08,25.6,30.2,34.9
2018-11-09,22.7,25.5,28.3
2018-11-10,18.0,22.0,26.1
2018-11-11,16.1,20.8,25.5
2018-11-12,18.0,22.1,26.1
2018-11-13,12.7,18.8,24.8
2018-11-14,7.3,12.9,18.5
2018-11-15,9.9,19.6,29.4
2018-11-16,19.2,28.4,37.7
2018-11-17,21.7,27.8,33.8
2018-11-18,-0.0,12.6,25.2
2018-11-19,4.1,14.8,25.5
2018-11-20,-0.7,12.9,26.5
2018-11-21,2.4,11.9,21.4
2018-11-22,11.6,14.8,18.0
2018-11-23,14.8,23.2,31.5
2018-11-24,31.1,36.4,41.8
2018-11-25,28.4,32.8,37.2
2018-11-26,19.4,24.6,29.8
